"COMPNAME","pmorigin"
"Nada","Igneous, metamorphic and sedimentary rock"
"Nageezi","Sandstone"
"Nagitsy","Igneous rock"
"Nagrom","Igneous rock"
"Naha","Sandstone and shale"
"Nahahum","Metasedimentary rock"
"Nahatche","Mixed"
"Nahda","Volcanic rock"
"Nahodish","Sandstone and shale"
"Nahrub","Igneous and sedimentary rock"
"Nahunta","Sedimentary rock"
"Nailkeg","Schist"
"Naiwa","Volcanic rock"
"Nakai","Sandstone"
"Nakanui","Pahoehoe lava"
"Nakarna","Mica schist"
"Nakochna","Granite"
"Nakoy","Calcareous sandstone"
"Nala","Granite and gneiss"
"Nalaki","Pyroclastic rock"
"Nalakihu","Basalt"
"Nalcase","Sandstone"
"Naldo","Sandstone and shale"
"Nalivag","Sandstone and shale"
"Nall","Granite"
"Nallen","Sandstone"
"Nambe","Granite and gneiss"
"Namela","Basalt"
"Nammoth","Basalt"
"Namon","Sandstone and shale"
"Nanaia","Pahoehoe lava"
"Nanamkin","Granite"
"Nanford","Argillite"
"Naniak","Basalt"
"Nanita","Schist"
"Nank","Basalt"
"Nankin","Sedimentary rock"
"Nankwala","Basalt"
"Nanningcreek","Sandstone"
"Nanny","Igneous and metamorphic rock"
"Nannyton","Rhyolite"
"Nansene","Basalt"
"Nansepsep","Basalt"
"Nantahala","Metasedimentary rock"
"Naplene","Sedimentary rock"
"Napoli","Interbedded sedimentary rock"
"Napoopoo","Aa lava"
"Napuu","Aa lava"
"Narada","Andesite"
"Naranjito","Volcanic rock"
"Naranjo","Limestone"
"Narbaitz","Metasedimentary rock"
"Narbona","Sandstone"
"Nard","Sandstone"
"Nardmont","Schist"
"Narea","Granite"
"Narel","Sandstone"
"Nargon","Basalt"
"Narlon","Sedimentary rock"
"Narragansett","Granite and gneiss"
"Narraguinnep","Shale"
"Narrowridge","Metamorphic and sedimentary rock"
"Narrows","Igneous, metamorphic and sedimentary rock"
"Narta","Igneous, metamorphic and sedimentary rock"
"Naru","Clayey shale"
"Nasagold","Mixed"
"Naser","Limestone, sandstone, and shale"
"Nash","Calcareous sandstone"
"Nashmead","Sandstone and shale"
"Nashoba","Sandstone"
"Naskeag","Granite and gneiss"
"Nason","Schist"
"Nassau","Acid shale"
"Nasset","Limestone"
"Nataani","Sandstone and shale"
"Nataga","Metasedimentary rock"
"Natal","Mixed"
"Natalie","Sandstone and siltstone"
"Natank","Sedimentary rock"
"Natchaug","Interbedded sedimentary rock"
"Nathale","Limestone"
"Nathalie","Granite and gneiss"
"Natherman","Metamorphic and sedimentary rock"
"Nathrop","Limestone and sandstone"
"Natroy","Mixed"
"Naturita","Igneous, metamorphic and sedimentary rock"
"Naughton","Shale"
"Naukati","Sedimentary rock"
"Naumburg","Granite and gneiss"
"Nauti","Quartz-diorite"
"Nautilus","Calcareous conglomerate"
"Nauvoo","Sandstone and shale"
"Navajita","Tuff"
"Navajo","Sandstone and shale"
"Navasan","Mixed"
"Navasota","Mixed"
"Navidad","Mixed"
"Navilleton","Limestone"
"Navina","Sedimentary rock"
"Navo","Sandstone and shale"
"Navunon","Limestone"
"Nawt","Welded tuff"
"Naxing","Basalt"
"Naye","Limestone and dolomite"
"Nayrib","Basalt"
"Naz","Granite"
"Nazario","Gneiss"
"Nazaton","Sandstone"
"Nazlini","Sandstone and shale"
"Nchitaak","Basalt"
"Neabsco","Metasedimentary rock"
"Neah","Volcanic breccia"
"Nealy","Igneous and metamorphic rock"
"Nearl","Shale"
"Nebeker","Quartzite"
"Nebgen","Sandstone"
"Nebies","Igneous and sedimentary rock"
"Nebona","Mixed"
"Nebopeak","Basalt"
"Necanicum","Igneous rock"
"Neches","Igneous, metamorphic and sedimentary rock"
"Neconda","Basalt"
"Nectar","Sandstone and shale"
"Neda","Shale"
"Needahoe","Volcanic rock"
"Needapepper","Mixed"
"Needavar","Volcanic rock"
"Needhill","Basalt"
"Needle","Sandstone"
"Needle Peak","Mixed"
"Needleton","Rhyolite"
"Needleye","Limestone"
"Needmore","Calcareous shale"
"Neer","Basalt"
"Neerdobe","Igneous, metamorphic and sedimentary rock"
"Nees","Granite"
"Neff","Sandstone and shale"
"Negley","Interbedded sedimentary rock"
"Nehalem","Igneous and sedimentary rock"
"Nehar","Igneous rock"
"Nehasne","Igneous and sedimentary rock"
"Neiber","Sandstone"
"Neiberger","Clayey shale"
"Neice","Metavolcanics"
"Neimahr","Rock gypsum"
"Neissenberg","Basalt"
"Nekia","Basalt"
"Nekken","Dacite"
"Nekoma","Sandstone and siltstone"
"Neldore","Shale"
"Nella","Sandstone and shale"
"Nellake","Granite"
"Nellis","Limestone"
"Nellspring","Basalt"
"Nelman","Sandstone and shale"
"Nelscott","Mixed"
"Nelse","Sedimentary rock"
"Nelson","Calcareous sandstone"
"Nelsonridge","Granite"
"Nemesis","Metamorphic and sedimentary rock"
"Nemote","Quartzite"
"Nenenui","Pahoehoe lava"
"Neotsu","Igneous rock"
"Nepalto","Sandstone"
"Nepesta","Sedimentary rock"
"Nephi","Limestone, sandstone, and shale"
"Neponset","Sandstone and siltstone"
"Nesda","Igneous and sedimentary rock"
"Neshaminy","Diabase"
"Neshoba","Sedimentary rock"
"Neskahi","Sedimentary rock"
"Neskowin","Igneous rock"
"Neso","Sandstone and shale"
"Nestoria","Shale and siltstone"
"Nestucca","Mixed"
"Netarts","Mixed"
"Netcong","Igneous and sedimentary rock"
"Neto","Limestone, sandstone, and shale"
"Netoma","Rock gypsum"
"Netti","Quartzite"
"Neubert","Limestone, sandstone, and shale"
"Neuns","Igneous, metamorphic and sedimentary rock"
"Neuralia","Granite"
"Neuske","Granite"
"Neva","Metamorphic rock"
"Nevadafalls","Granodiorite"
"Nevadanile","Mixed"
"Nevadash","Igneous and sedimentary rock"
"Nevador","Igneous rock"
"Nevee","Shale and siltstone"
"Neveset","Calcareous sandstone"
"Neville","Sandstone and siltstone"
"Neviot","Basalt"
"Nevka","Mixed"
"Nevo","Basalt"
"Nevoyer","Tuff"
"Nevtah","Welded tuff"
"Nevu","Tuff"
"Newalla","Sandstone"
"Newanna","Basalt"
"Newark","Sedimentary rock"
"Newbar","Mixed"
"Newbell","Granite"
"Newberg","Igneous rock"
"Newbern","Limestone and shale"
"Newcastle","Sandstone"
"Newco","Sandstone and shale"
"Newcomb","Granite and gneiss"
"Newcomer","Sandstone and shale"
"Newcone","Volcanic rock"
"Newell","Basalt"
"Newellton","Sedimentary rock"
"Newera","Volcanic and metamorphic rock"
"Newett","Limestone and sandstone"
"Newfields","Gneiss"
"Newfork","Igneous, metamorphic and sedimentary rock"
"Newglarus","Dolomite"
"Newhan","Sedimentary rock"
"Newkirk","Sandstone"
"Newlancreek","Hornfels"
"Newlands","Basalt"
"Newlang","Sandstone"
"Newlin","Mixed"
"Newmarc","Limestone, sandstone, and shale"
"Newnata","Limestone and shale"
"Newpark","Metamorphic and sedimentary rock"
"Newpass","Metavolcanics"
"Newport","Metamorphic and sedimentary rock"
"Newsrock","Sandstone"
"Newtman","Igneous, metamorphic and sedimentary rock"
"Newtonia","Cherty limestone"
"Newvil","Tuff"
"Newville","Sedimentary rock"
"Nez","Igneous, metamorphic and sedimentary rock"
"Nez Perce","Basalt"
"Ngardmau","Andesite"
"Ngatpang","Coal"
"Ngedebus","Coral limestone"
"Ngersuul","Andesite"
"Niagara","Igneous and sedimentary rock"
"Niangua","Dolomite"
"Niart","Limestone and sandstone"
"Niavi","Quartzite"
"Nibley","Limestone and sandstone"
"Nibolob","Basalt"
"Nibson","Limestone and shale"
"Nicelytown","Limestone, sandstone, and shale"
"Nicholia","Limestone"
"Nicholson","Limestone"
"Nicholville","Siltstone"
"Nickel","Igneous and sedimentary rock"
"Nickin","Sandstone"
"Nicmar","Volcanic and sedimentary rock"
"Nicodemus","Mixed"
"Nido","Sandstone"
"Nielsen","Quartzite"
"Nieman","Igneous and metamorphic rock"
"Nighthawk","Metasedimentary rock"
"Nihill","Igneous, metamorphic and sedimentary rock"
"Nikal","Igneous rock"
"Nikat","Limestone"
"Nikey","Limestone, sandstone, and shale"
"Nikful","Mudstone"
"Nikwasi","Igneous and metamorphic rock"
"Niland","Mixed"
"Niler","Shale"
"Nilesval","Limestone"
"Nillo","Tuff"
"Nilrap","Igneous, metamorphic and sedimentary rock"
"Nimerick","Igneous, metamorphic and sedimentary rock"
"Nimrod","Mixed"
"Nims","Basalt"
"Nimue","Gneiss"
"Ninekar","Basic igneous rock"
"Ninemile","Basalt"
"Ninepoint","Sandstone and siltstone"
"Ninigret","Gneiss"
"Niobrara","Sandstone"
"Niotaze","Sandstone"
"Nipe","Serpentinite"
"Nipintuck","Welded tuff"
"Nipissing","Basalt"
"Nipmuck","Mica schist"
"Nippeno","Metamorphic rock"
"Nipton","Metavolcanics"
"Nirac","Limestone and sandstone"
"Nire","Volcanic rock"
"Nirling","Granite and gneiss"
"Nisene","Sandstone and shale"
"Nisqually","Mixed"
"Nissler","Volcanic rock"
"Nisula","Basalt"
"Nitchly","Limestone"
"Nitpac","Volcanic rock"
"Niu","Basalt"
"Nivean","Rhyolite"
"Niwana","Igneous, metamorphic and sedimentary rock"
"Nixa","Limestone"
"Nixon","Arkose"
"Nizhoni","Sandstone"
"Noagua","Mixed"
"Noah","Cherty limestone"
"Noark","Limestone"
"Nobe","Sedimentary rock"
"Noble","Sedimentary rock"
"Noble Pass","Basalt"
"Nobuck","Volcanic rock"
"Nockamixon","Metamorphic and sedimentary rock"
"Nocken","Sandstone and shale"
"Noclios","Granite"
"Noden","Sandstone"
"Nodhill","Sandstone and shale"
"Nodman","Granite"
"Nodur","Granite"
"Noelke","Limestone"
"Nofet","Mixed"
"Nogal","Shale"
"Nohelp","Volcanic rock"
"Nohope","Mixed"
"Noidee","Volcanic rock"
"Noil","Metasedimentary rock"
"Noio","Aa lava"
"Noisy","Sandstone"
"Nolam","Igneous and metamorphic rock"
"Nolena","Granite"
"Nolichucky","Limestone, sandstone, and shale"
"Nolin","Sedimentary rock"
"Nollville","Argillaceous limestone"
"Nolo","Sandstone"
"Nolten","Igneous and sedimentary rock"
"Nomad","Limestone"
"Nomazu","Igneous and sedimentary rock"
"Nomberville","Limestone, sandstone, and shale"
"Nomisurvay","Volcanic rock"
"Nomlas","Volcanic rock"
"Nomrah","Sandstone"
"Nona","Igneous, metamorphic and sedimentary rock"
"Nonaburg","Calcareous shale"
"Noname","Andesite"
"Nonamewash","Granite and gneiss"
"Nonopahu","Basalt"
"Nonpareil","Sandstone and siltstone"
"Noodler","Mixed"
"Nook","Basalt"
"Nooney","Metasedimentary rock"
"Nopah","Mixed"
"Nopan","Rhyolite"
"Nopeg","Igneous rock"
"Nopemountain","Shale"
"Nopla","Igneous rock"
"Nopurg","Metamorphic and sedimentary rock"
"Norad","Igneous rock"
"Norbert","Shale"
"Norcan","Sandstone"
"Norcross","Basalt"
"Nord","Igneous rock"
"Norden","Glauconitic sandstone"
"Nordic","Mixed"
"Nordicol","Sandstone"
"Nordness","Limestone"
"Norene","Limestone"
"Norfolk","Sedimentary rock"
"Norfork","Mixed"
"Norge","Sedimentary rock"
"Norka","Sandstone and shale"
"Norkiki","Sandstone and shale"
"Norkool","Limestone and siltstone"
"Norling","Metamorphic rock"
"Normangee","Shale"
"Normauk","Volcanic rock"
"Norob","Mixed"
"Norod","Basalt"
"Norrest","Shale and siltstone"
"Norris","Acid shale"
"Norriston","Granite"
"Nortez","Sandstone"
"North Powder","Diorite"
"Northbear","Mudstone"
"Northbend","Sandstone"
"Northcove","Metasedimentary rock"
"Northdale","Sandstone"
"Northfield","Sandstone"
"Northfork","Granodiorite"
"Northmore","Mixed"
"Northmound","Sandstone"
"Northorn","Sedimentary rock"
"Northpoint","Basalt"
"Northrim","Sandstone and shale"
"Northrup","Mixed"
"Northstar","Basalt"
"Northwater","Sandstone"
"Nortonville","Igneous rock"
"Norwalk","Dolomite"
"Norwich","Sandstone"
"Norwood","Igneous, metamorphic and sedimentary rock"
"Nosavvy","Volcanic rock"
"Noski","Limestone and dolomite"
"Noslo","Granite"
"Nosoni","Igneous rock"
"Nosrac","Granite"
"Nosser","Basalt"
"Notal","Sandstone and shale"
"Notcher","Sedimentary rock"
"Notchko","Mixed"
"Notellumcreek","Welded tuff"
"Notlic","Sedimentary rock"
"Notned","Granite"
"Notom","Sandstone"
"Notter","Igneous rock"
"Notus","Mixed"
"Novacan","Volcanic rock"
"Novato","Metamorphic and sedimentary rock"
"Nowack","Volcanic rock"
"Nowata","Cherty limestone"
"Nowhere","Metasedimentary rock"
"Nowoy","Mixed"
"Noyo","Sandstone"
"Noyson","Mixed"
"Nuahs","Mixed"
"Nuc","Limestone"
"Nucla","Igneous, metamorphic and sedimentary rock"
"Nueva","Mixed"
"Nuff","Shale"
"Nuffel","Shale and siltstone"
"Nugent","Sedimentary rock"
"Nugget","Granodiorite"
"Nuhelen","Tuff"
"Nukrum","Claystone"
"Nuley","Gneiss"
"Numana","Mixed"
"Numu","Mixed"
"Nuncho","Sedimentary rock"
"Nunemaker","Shale"
"Nunn","Shale"
"Nunnston","Sedimentary rock"
"Nupart","Granite"
"Nupper","Sandstone"
"Nurkey","Igneous rock"
"Nusmag","Shale"
"Nuss","Basalt"
"Nuthooveep","Metamorphic and sedimentary rock"
"Nutras","Basalt"
"Nutreeah","Sandstone and shale"
"Nutrioso","Tuff"
"Nutrita","Sandstone and shale"
"Nutter","Sedimentary rock"
"Nutval","Granite"
"Nutzan","Pyroclastic rock"
"Nuvalde","Limestone"
"Nuyobe","Volcanic breccia"
"Nyak","Mixed"
"Nyala","Mixed"
"Nyjack","Mixed"
"Nyman","Tuff"
"Nyserva","Mixed"
"Nyswonger","Sandstone"
"O'brien","Igneous and metamorphic rock"
"Oagamati","Shale"
"Oak Glen","Granite"
"Oak Level","Diorite"
"Oakalla","Limestone"
"Oakboro","Igneous and metamorphic rock"
"Oakcity","Sedimentary rock"
"Oakdale","Granite"
"Oakden","Limestone"
"Oakes","Metasedimentary rock"
"Oakhill","Basalt"
"Oakland","Sandstone and siltstone"
"Oaklet","Limestone"
"Oaklimeter","Sedimentary rock"
"Oakside","Phyllite"
"Oakspring","Igneous and sedimentary rock"
"Oakwood","Sandstone and shale"
"Oasis","Limestone, sandstone, and shale"
"Oasiswell","Mudstone"
"Oatlands","Conglomerate"
"Oatman","Andesite"
"Oatmanflat","Volcanic rock"
"Oatuu","Basalt"
"Obadia","Sandstone and shale"
"Oban","Granite"
"Obanion","Mixed"
"Obaro","Calcareous sandstone"
"Oben","Sandstone"
"Obie","Andesite"
"Obispo","Serpentinite"
"Obnot","Quartzite"
"Oboship","Quartz-diorite"
"Obrast","Limestone and shale"
"Obray","Sandstone and shale"
"Obscurity","Granite and gneiss"
"Observation","Basalt"
"Obskel","Metamorphic rock"
"Obstruction","Metamorphic rock"
"Ocala","Mixed"
"Ocambee","Igneous rock"
"Ocana","Limestone and siltstone"
"Ocashe","Andesite"
"Occidental","Mixed"
"Occoquan","Granite and gneiss"
"Occum","Granite and gneiss"
"Oceanaire","Limestone and shale"
"Oceanet","Sandstone"
"Oceanhouse","Mudstone"
"Ochlockonee","Sedimentary rock"
"Ocho","Volcanic rock"
"Ochoco","Volcanic rock"
"Ochopee","Limestone"
"Ocie","Dolomite"
"Ocilla","Sedimentary rock"
"Ockley","Interbedded sedimentary rock"
"Oconaluftee","Sandstone"
"Ocraig","Igneous rock"
"Octavia","Sandstone and shale"
"Ocud","Rhyolite"
"Odark","Granite and gneiss"
"Odas","Volcanic rock"
"Odermott","Igneous rock"
"Odessa","Calcareous shale"
"Odome","Calcareous shale"
"Odonnell","Anorthosite"
"Oelop","Igneous and sedimentary rock"
"Oeschger","Sandstone"
"Oest","Mixed"
"Offenbacher","Metasedimentary rock"
"Ogarty","Andesite"
"Ogborn","Dolomite"
"Oglala","Sandstone"
"Ogle","Dolomite"
"Ogles","Sandstone and shale"
"Oglesby","Shale"
"Ohaco","Granite"
"Ohaikea","Pahoehoe lava"
"Ohanapecosh","Andesite"
"Ohbejoyful","Andesite"
"Ohia","Pahoehoe lava"
"Ohianui","Pahoehoe lava"
"Ohke","Granite"
"Ohman","Igneous and metamorphic rock"
"Ohscow","Granite"
"Ohtwo","Basalt"
"Ohwiler","Sandstone and shale"
"Oilcreek","Mudstone"
"Ojai","Sedimentary rock"
"Ojibway","Amphibolite"
"Ojinaga","Mixed"
"Ojito","Sandstone"
"Okaton","Shale"
"Okay","Mixed"
"Okayview","Tuff"
"Okeelala","Sedimentary rock"
"Okemah","Shale"
"Okenee","Sedimentary rock"
"Okerland","Igneous and sedimentary rock"
"Okiota","Serpentinite"
"Oko","Shale"
"Okoe","Aa lava"
"Okolona","Chalk"
"Okreek","Shale"
"Oktaha","Sandstone and shale"
"Oktibbeha","Chalk"
"Ola","Granodiorite"
"Olaa","Aa lava"
"Olac","Andesite"
"Oland","Igneous rock"
"Olashes","Mixed"
"Olathe","Sandstone and shale"
"Olaton","Granodiorite"
"Old Camp","Volcanic rock"
"Oldale","Gneiss"
"Oldblue","Sandstone and siltstone"
"Oldbutte","Sandstone"
"Oldgrade","Andesite"
"Oldriver","Granitoid"
"Oldsferry","Sedimentary rock"
"Oldspan","Limestone and sandstone"
"Oldwolf","Sandstone and shale"
"Oldwoman","Mixed"
"Olelo","Basalt"
"Oleman","Volcanic rock"
"Olete","Ultramafic rock"
"Oletha","Mixed"
"Olga","Shale"
"Oli","Andesite"
"Oliaga","Granite"
"Olical","Basalt"
"Oliphant","Basalt"
"Olivares","Igneous, metamorphic and sedimentary rock"
"Olive","Igneous, metamorphic and sedimentary rock"
"Olivenhain","Mixed"
"Oljeto","Sandstone and shale"
"Olla","Sedimentary rock"
"Ollei","Dacite"
"Ollierivas","Igneous rock"
"Olney","Sedimentary rock"
"Olokui","Basalt"
"Olomount","Andesite"
"Olompali","Igneous, metamorphic and sedimentary rock"
"Olot","Basalt"
"Olpe","Limestone and shale"
"Olton","Sedimentary rock"
"Olyic","Basalt"
"Olympic","Basalt"
"Olympus","Granite"
"Omio","Sedimentary rock"
"Omni","Sedimentary rock"
"Omstott","Granodiorite"
"Onahu","Gneiss"
"Onaqui","Quartzite"
"Onason","Sandstone"
"Ondawa","Schist"
"Oneco","Limestone"
"Oneidas","Granodiorite"
"Oneil","Sandstone and shale"
"Oneonta","Volcanic rock"
"Oneula","Aa lava"
"Onionspring","Metamorphic and sedimentary rock"
"Onita","Igneous, metamorphic and sedimentary rock"
"Onite","Calcareous sandstone"
"Onkeyo","Limestone and dolomite"
"Onoville","Interbedded sedimentary rock"
"Ontario","Limestone, sandstone, and shale"
"Ontrail","Volcanic and sedimentary rock"
"Ontusia","Interbedded sedimentary rock"
"Ooltewah","Sedimentary rock"
"Oorang","Sedimentary rock"
"Oosen","Volcanic rock"
"Opal","Shale"
"Opechekahta","Limestone and shale"
"Openlake","Sedimentary rock"
"Opequon","Limestone"
"Ophir","Granite"
"Opie","Igneous rock"
"Opihikao","Pahoehoe lava"
"Opitz","Granite"
"Oplin","Limestone"
"Oppio","Volcanic rock"
"Oquaga","Sandstone and siltstone"
"Oquin","Calcareous sandstone"
"Ora","Sedimentary rock"
"Oracle","Granite"
"Oragran","Serpentinite"
"Oraid","Sandstone"
"Orange","Diabase"
"Orangeburg","Sedimentary rock"
"Orangevale","Granite"
"Orcadia","Igneous, metamorphic and sedimentary rock"
"Orcap","Sedimentary rock"
"Orchardcorner","Sandstone"
"Ordeal","Fanglomerate"
"Orderville","Shale"
"Ordferry","Igneous, metamorphic and sedimentary rock"
"Ordway","Shale"
"Oreanna","Igneous rock"
"Orecart","Mixed"
"Oregongulch","Igneous rock"
"Orejano","Volcanic rock"
"Orejas","Basalt"
"Orelia","Igneous, metamorphic and sedimentary rock"
"Orella","Claystone"
"Orenda","Igneous and metamorphic rock"
"Oreneva","Basalt"
"Oreoke","Basalt"
"Orford","Sandstone and siltstone"
"Orhood","Volcanic rock"
"Oricto","Volcanic rock"
"Orif","Limestone"
"Origo","Rhyolite"
"Orinoco","Shale"
"Oriskany","Sandstone and shale"
"Orita","Mixed"
"Orizaba","Mixed"
"Orland","Metasedimentary rock"
"Orlie","Sandstone and shale"
"Ormiston","Sandstone"
"Ormsby","Granite"
"Ornbaun","Sandstone and shale"
"Oro","Sandstone and shale"
"Oro Fino","Gneiss"
"Oro Grande","Sandstone"
"Orognen","Sedimentary rock"
"Orose","Igneous rock"
"Oroshore","Metamorphic rock"
"Orovada","Mixed"
"Oroville","Igneous and metamorphic rock"
"Orpark","Interbedded sedimentary rock"
"Orpha","Sandstone"
"Orphant","Mixed"
"Orr","Mixed"
"Orrubo","Calcareous conglomerate"
"Orrville","Sedimentary rock"
"Orsa","Sandstone"
"Orset","Igneous rock"
"Ortellcreek","Volcanic and sedimentary rock"
"Ortiz","Schist"
"Orwash","Granite"
"Oryx","Limestone"
"Oscar","Sedimentary rock"
"Osceola","Shale and siltstone"
"Oscura","Shale and siltstone"
"Osditch","Quartzite"
"Osha","Granite"
"Oshone","Welded tuff"
"Oshoto","Sandstone and shale"
"Osier","Sedimentary rock"
"Osito","Sandstone"
"Oska","Limestone and shale"
"Osmund","Igneous, metamorphic and sedimentary rock"
"Oso","Andesite"
"Osoll","Mixed"
"Osoridge","Sandstone"
"Osote","Limestone"
"Ossagon","Sedimentary rock"
"Ostin","Igneous and metamorphic rock"
"Ostler","Limestone and sandstone"
"Oswald","Mixed"
"Ota","Pumice"
"Otanya","Igneous, metamorphic and sedimentary rock"
"Oteen","Biotite gneiss"
"Otero","Sedimentary rock"
"Otisville","Sandstone and shale"
"Otomo","Mixed"
"Ott","Metamorphic rock"
"Otterson","Sandstone"
"Ottmar","Sandstone and siltstone"
"Ottumwa","Shale"
"Otway","Calcareous shale"
"Otwell","Sedimentary rock"
"Otwin","Igneous rock"
"Otwood","Limestone and siltstone"
"Ouachita","Sedimentary rock"
"Ouray","Quartzite"
"Ouselfal","Sandstone and shale"
"Outerkirk","Igneous rock"
"Outland","Volcanic rock"
"Outlaw","Volcanic rock"
"Outpost","Sandstone and shale"
"Ovall","Granite"
"Ovan","Mixed"
"Ovando","Granite"
"Overallflat","Volcanic rock"
"Overgaard","Granite"
"Overland","Limestone"
"Overlandtrail","Sandstone"
"Overton","Sedimentary rock"
"Overwhich","Granite and gneiss"
"Ovington","Metasedimentary rock"
"Ovmesa","Shale"
"Owen Creek","Sandstone and shale"
"Owenfort","Conglomerate"
"Owens","Claystone"
"Owenspring","Interbedded sedimentary rock"
"Owlcan","Sandstone and siltstone"
"Owlcreek","Volcanic breccia"
"Owlridge","Welded tuff"
"Owlrock","Limestone and dolomite"
"Owlshead","Mixed"
"Owlspring","Basalt"
"Owyhigh","Andesite"
"Oxalis","Shale"
"Oxcorel","Mixed"
"Oxendine","Igneous rock"
"Oxerine","Andesite"
"Oxvalley","Quartzite"
"Oxwall","Rhyolite"
"Oysterridge","Clayey shale"
"Ozamis","Basalt"
"Ozan","Sedimentary rock"
"Ozark","Claystone"
"Ozona","Limestone"
"Paauhau","Pahoehoe lava"
